,desc_text_length,desc_unique_word_count,desc_lexical_diversity,desc_avg_word_length,rev_text_length,rev_unique_word_count,rev_lexical_diversity,rev_avg_word_length,cosine_similarity
com.atistudios.ispeak.fr,0.8870967741935484,0.7813620071684588,0.2525902912488845,0.2341171087725562,0.3450789793438639,0.4987277353689567,0.4608789708398719,0.6673273200393695,0.479594098296868
com.moymer.falou,0.6471774193548387,0.5878136200716846,0.2882205513784459,0.4431379677281319,0.3693803159173754,0.450381679389313,0.2726376076451915,0.5135199860271569,0.5594960322111253
org.pbskids.gamesapp,0.8971774193548387,0.7347670250896057,0.1857205714167592,0.0967326249099755,0.4860267314702308,0.4809160305343511,0.0794170944380251,0.3872833242115865,0.9233005945858164
com.nomadeducation.nomadeducation,0.907258064516129,0.8566308243727598,0.3205841777270348,0.3609805495051397,0.5905224787363305,0.6310432569974556,0.1442368233451453,0.2391489819381043,0.0858829507918889
com.linguist,0.7217741935483871,0.7060931899641577,0.3609408135723924,0.5528952660100201,0.6828675577156743,0.8193384223918575,0.2531243666824292,0.5830448823448426,0.6251422754735743
com.selabs.speak,0.7641129032258065,0.6989247311827957,0.291713446512208,0.4131192693097851,0.4933171324422842,0.5114503816793894,0.1187156659636549,0.479276879853459,0.6175680355729467
com.radio.pocketfm,0.905241935483871,0.8028673835125448,0.2588261911243985,0.3212846681784489,0.25273390036452,0.3791348600508906,0.5083511209194072,0.5573651340079859,0.4160494762078317
com.microblink.photomath,0.7258064516129032,0.7526881720430108,0.4238200961460723,0.4990949029817355,0.2539489671931956,0.3435114503816794,0.3862643429833405,0.4350197947072063,0.465216021626135
com.mosalingua.entoeic,0.6512096774193549,0.6559139784946236,0.3937403785007867,0.317253580772054,0.2490886998784933,0.3104325699745547,0.2983827559209238,0.5812740327665704,0.699912136604346
com.streema.simpleradio,0.935483870967742,0.8422939068100358,0.272831399766384,0.1373970773681478,0.3183475091130012,0.4300254452926209,0.3829468529454125,0.5130353026720247,1.0
com.apple.android.music,0.5544354838709677,0.5878136200716846,0.4531034098244806,0.3660997139605695,0.560145808019441,0.7582697201017812,0.3823319733263137,0.6386547013155353,0.6063085013931288
com.chatexpo,0.7399193548387096,0.6451612903225806,0.2464762474483345,0.2062639121335432,0.4434993924665856,0.5190839694656488,0.2307569974554707,0.4732076333309298,0.2122306783964231
com.busuu.android.enc,0.8709677419354839,0.5627240143369175,0.0,0.4345227951785331,0.4386391251518833,0.5114503816793894,0.22713418896625,0.5722466943149249,0.4982516369906898
com.duolingo.literacy,0.8951612903225806,0.6057347670250895,0.0323227096080281,0.1503921373420942,0.2551640340218711,0.3027989821882951,0.248814344933042,0.4526662462336204,0.6074979912476789
com.atistudios.mondly.languages,0.7439516129032258,0.7670250896057348,0.4169858322365574,0.6058358405073259,0.6172539489671932,0.7531806615776082,0.2705417208188305,0.8413149671145406,0.8932423203330219
es.monkimun.lingokids,0.9213709677419356,0.8494623655913979,0.2963514247320777,0.3197003632530921,0.4131227217496962,0.450381679389313,0.1644374216425936,0.4383411739488498,0.5860809559033681
com.lms.greatlakes,0.7520161290322581,0.6953405017921147,0.3026862861449326,0.4998280408116473,0.5236938031591738,0.5750636132315522,0.1694808925786517,0.659171227470285,0.6944775853111176
bc.leg,0.5221774193548387,0.4301075268817204,0.2039223804615142,0.4398635663531918,0.4191980558930741,0.549618320610687,0.3482276037553742,0.4749866340619473,0.4398935053196518
com.Leksi.English.Flashcards,0.7459677419354839,0.6738351254480287,0.2799558299696079,0.2595716445600575,0.1458080194410692,0.2010178117048346,0.4139100932994062,0.7430199627748468,0.7489699272603574
com.sirius,0.9455645161290324,1.0,0.442392964660171,0.356190995535258,0.7217496962332928,0.7582697201017812,0.1282280784754987,0.5252274163996957,0.3271160470067887
englishgrammar.speaking.conversation.tenses.grammar.spoken.grammarly,0.7560483870967742,0.6594982078853047,0.2464225560920787,0.6159222655600849,0.3207776427703523,0.3231552162849873,0.0978166604721197,0.9590416622671084,0.933734791542888
com.aimastery,0.8951612903225806,0.6129032258064516,0.0409576573011476,0.4561514125793677,0.0182260024301336,0.0356234096692112,0.9023183488832344,0.6643589811085664,0.0105560997585943
com.lingodeer,0.4495967741935484,0.5627240143369175,0.6585768841087989,0.4392959673740977,0.37910085054678,0.4860050890585242,0.3246011551355063,0.6521887914922742,0.5484893432643432
com.blarma.high5,0.780241935483871,0.5232974910394265,0.0292387997176282,0.5201433596601848,0.1385176184690157,0.1908396946564885,0.4139100932994062,0.4537210839035053,0.1803764169799585
com.relitygames.englishgrammar,0.5826612903225806,0.6451612903225806,0.502238858070297,0.7385553828558025,0.2976913730255163,0.3486005089058524,0.2343018960847083,0.5809342942226912,0.533139222293912
com.duolingo,0.7036290322580645,0.7777777777777778,0.4974737077084357,0.4240986750409576,0.2199270959902794,0.3053435114503817,0.4170953645314748,0.6220278867910278,0.8216644457865175
com.listenup.french.listening.practice,0.2963709677419355,0.3405017921146953,0.5596247512831423,0.6429449507086376,0.2430133657351154,0.361323155216285,0.4976372228280625,0.5678367876000405,0.4671539394805981
com.funeasylearn.french6000,0.6169354838709677,0.5878136200716846,0.3367453466758332,0.1792373519871204,0.3778857837181044,0.5368956743002545,0.4400414904134453,0.5449825988850612,0.256027158598435
com.amazon.mp3,0.5141129032258065,0.3978494623655914,0.1517081381067186,0.0744860223585588,0.3961117861482381,0.5776081424936387,0.4709157985104064,0.7046796701108726,0.583351639749634
org.khankids.android,0.8306451612903226,0.7491039426523297,0.2763821745946868,0.3353101429965024,0.5455650060753342,0.6463104325699746,0.2414544349118422,0.5430609629196339,0.7534189702069365
com.silvermoonapps.luvlingualearnfunfrenchlanguage,0.5846774193548387,0.7275985663082437,0.6480631022283165,0.585111447015692,0.1287970838396111,0.188295165394402,0.483810724373789,0.5711286294608215,0.2024716796118929
io.linga,0.3891129032258064,0.4480286738351254,0.5560006959236741,0.5212376587826411,0.4641555285540704,0.6361323155216285,0.397164667393675,0.6446021797834165,0.5975932803768768
com.codeway.homework,0.8044354838709677,0.8315412186379928,0.4187208616713032,0.3085023149639636,0.2600243013365735,0.3486005089058524,0.3760978412542066,0.6251003049269777,0.4381482024914871
co.wordupapp.app,0.530241935483871,0.5770609318996416,0.4837106752896225,0.4232259543734957,0.2320777642770352,0.3256997455470738,0.4290155032659164,0.5690049181355539,0.6295768162246713
tinyleo.com.grammarai,0.5181451612903226,0.5017921146953405,0.3573209546600271,0.4558333372398824,0.2174969623329282,0.3282442748091603,0.5169588681039061,0.540651009734165,0.1975775621352972
com.ereflect.wordela,0.2641129032258064,0.3333333333333333,0.6775586087326977,0.8217356414077726,0.2940461725394896,0.3536895674300254,0.2608090564470062,0.5545789033452757,0.3157230404866151
org.brilliant.android,0.6693548387096774,0.7347670250896057,0.4899749373433582,0.4352290389747497,0.4410692588092345,0.6106870229007634,0.4091060776707127,0.5456497545234189,0.5607290761682011
com.app.academicieltschannel,0.0302419354838709,0.046594982078853,0.936593620804147,0.4913829340058848,0.3402187120291616,0.4274809160305344,0.3041476726098957,0.7006975331430794,0.3152209028424996
com.prodigygame.prodigy,0.4314516129032258,0.4695340501792114,0.4877970965535005,0.33820821569262,0.4046172539489671,0.4122137404580153,0.1051663031624862,0.5247277877430685,0.4674267369514991
club.speakpal,0.5161290322580645,0.5232974910394265,0.4054942177487346,0.2144887165684816,0.3438639125151883,0.4198473282442748,0.274560045552412,0.5879761476776402,0.7448957809952881
com.david.android.languageswitch,0.7641129032258065,0.5376344086021505,0.0651288855623219,0.5686683028932826,0.7168894289185905,0.8295165394402036,0.2172289947607585,0.6519425144679984,0.629814239257588
com.abaenglish.videoclass,0.8971774193548387,0.7383512544802867,0.190028597836959,0.2699937362203748,0.3147023086269744,0.4376590330788804,0.416147077676126,0.376826638647306,0.4777051081792234
com.pyankoff.andy,0.7419354838709677,0.6774193548387096,0.2905076456322992,0.3756222207473287,0.1373025516403402,0.1755725190839694,0.3330701061682899,0.43564334866445,0.4524025213955103
com.uoe.grammarpro,0.3346774193548387,0.4050179211469534,0.6199357512190153,0.6837142411833885,0.1859052247873633,0.2519083969465649,0.3913681738109218,0.6971248762293536,0.430546579843425
com.gonliapps.learnamericanenglish.forkidsandbeginners,0.3709677419354839,0.4587813620071684,0.6456683309529709,0.5196811385335978,0.1518833535844471,0.1984732824427481,0.3543853371501273,0.5483618613282792,0.5187661028505539
com.learnaibasic.app,0.6209677419354839,0.6093189964157706,0.3669269327164062,0.3180564312736442,0.3778857837181044,0.4707379134860051,0.2944522779209413,0.6618396743408628,0.81514778781044
net.studycat.funfrench,0.7419354838709677,0.7813620071684588,0.4407557354925775,0.1717827039224797,0.2405832320777642,0.361323155216285,0.5101338093248771,0.4309456429453457,0.4461089981674071
com.openai.chatgpt,0.2862903225806452,0.4157706093189964,0.8703051334630281,0.4566089648056861,0.1470230862697448,0.2137404580152671,0.4753550028728557,0.4749358685324019,0.0849368116135288
com.estudyme.ielts,0.3649193548387097,0.4014336917562724,0.5040011347619746,0.4993106782795053,0.2831105710814094,0.3867684478371501,0.3965260706430327,0.6292923330616218,0.513824861219295
com.quizlet.quizletandroid,0.5362903225806451,0.6200716845878136,0.5554825081519514,0.3888747765973854,0.2284325637910084,0.3206106870229008,0.4292527610140815,0.5350108925165578,0.710907066262397
com.magoosh.ielts.flashcards.vocabulary,0.6330645161290323,0.6021505376344086,0.3344664161583759,0.2596453631855424,0.1749696233292831,0.2239185750636132,0.33018296377075,0.6059917451936947,0.4988908621368173
com.syubestgames.teachersimulator,0.8407258064516129,0.7956989247311828,0.3241899800604253,0.2974511826970842,0.2272174969623329,0.2366412213740458,0.1301191911075399,0.2188659875227041,0.3312796417678922
com.hellotalk.aigrammar,0.6915322580645161,0.6451612903225806,0.3132017475975961,0.3356837113475301,0.2891859052247873,0.3740458015267175,0.3360890268495349,0.5169027417742349,0.5209322314832908
com.simonandschuster.pimsleur.unified.android,0.8891129032258065,0.8422939068100358,0.3242811562783676,0.6598409371181053,0.8408262454434994,0.969465648854962,0.2132059238105698,0.6642714257875859,0.4403854734154963
com.noctuasoftware.stellarium_free,0.5987903225806451,0.5985663082437276,0.3872358266839615,0.3836849128907067,0.2041312272174969,0.2900763358778626,0.4447569304941743,0.6611562996305946,0.4535501691768212
com.uoe.vocabularypro,0.3064516129032258,0.3763440860215054,0.6400334795713483,0.4260757235567314,0.111786148238153,0.1984732824427481,0.740886567563948,1.0,0.43822957243388
com.education.android.h.intelligence,0.7358870967741935,0.7419354838709677,0.392711527850436,0.4629734313171285,0.2879708383961117,0.361323155216285,0.304018235793045,0.446816841717339,0.3748390779166919
com.podcast.podcasts,0.9657258064516128,0.953405017921147,0.3661751119142049,0.3328462129169951,0.3523693803159173,0.465648854961832,0.3579015015327966,0.5470184156955078,0.4789076675785826
com.wonder,0.8991935483870968,0.7992831541218638,0.2610734090853603,0.3477315153884701,0.7168894289185905,0.7659033078880407,0.1431029525979514,0.5540473973183944,0.5589579184201692
com.lolaspeak.lolaspeak,0.3286290322580645,0.3799283154121863,0.5645068715745405,0.2378310214375791,0.2405832320777642,0.3333333333333333,0.4139100932994062,0.5208597304089988,0.2315067614015464
com.soundcloud.android,0.1915322580645161,0.2508960573476702,0.731471021190647,0.2089663056416544,0.2989064398541919,0.4376590330788804,0.4774620108934464,0.5096656070701511,0.1951504974672956
com.engbright,0.1854838709677419,0.2867383512544803,0.963236493600866,0.5925283732660782,0.4082624544349938,0.5903307888040713,0.4605898203817544,0.392414478620616,0.1232217727950664
com.edurev.ielts,0.4939516129032258,0.3189964157706093,0.0178919312648577,0.117055362829427,0.2162818955042527,0.3104325699745547,0.4560049484767969,0.5870345719442773,0.3254181493153285
co.riiid.vida,0.4798387096774194,0.4301075268817204,0.2832542895700789,0.3047162673392183,0.3499392466585662,0.4580152671755725,0.3474462894467616,0.3695141811262239,0.5720337765546321
world.petr.vokabeln,0.1975806451612903,0.2724014336917563,0.7987135671346197,0.4566089648056861,0.7569866342648846,0.8600508905852418,0.1995097919664414,0.6374329226124562,0.4617865179775735
livio.pack.lang.en_US,0.9576612903225806,0.8387096774193549,0.2459002505473919,0.164636151541595,0.3608748481166464,0.4681933842239186,0.3377184054283291,0.7562439127115748,0.5271291009902227
com.funeasylearn.english,0.6169354838709677,0.5878136200716846,0.3367453466758332,0.2026933783815936,0.1130012150668286,0.1679389312977099,0.5054866412213741,0.5882952960067391,0.1836213960072495
com.lt.ieltspracticetest,0.4274193548387097,0.5017921146953405,0.5778663692197523,0.4691834804539718,0.134872417982989,0.1603053435114503,0.2596759073255659,0.4705967516912794,0.3279950071717628
com.mosalingua.frfree,0.6350806451612904,0.5949820788530465,0.3191376465157245,0.3176726016250755,0.5552855407047388,0.732824427480916,0.3540269941365195,0.6982238565625978,0.6494816611786317
com.funeasylearn.phrasebook.french,0.4455645161290322,0.4587813620071684,0.4255463683970573,0.4331029555823757,0.2345078979343863,0.3104325699745547,0.3630757646570077,0.6981995593783594,0.7132154922776911
com.duocards.app,0.439516129032258,0.3906810035842293,0.2781183728552148,0.8339821262130602,0.7314702308626975,0.8676844783715013,0.2414737240552646,0.617186923835499,0.5133021692506657
com.hellotalk,0.8629032258064516,0.8853046594982079,0.4094344252238988,0.6535165654018114,0.5382746051032807,0.6895674300254453,0.3219228882118692,0.6351614409977304,0.4040513650829808
com.linguist.fr,0.657258064516129,0.6272401433691757,0.3370750499370867,0.466485595111068,0.465370595382746,0.5699745547073791,0.2757386386109244,0.5190103434632087,0.466478663360561
ru.publishing1c.fixies.eng,0.560483870967742,0.5304659498207885,0.332134048649475,0.4504935426359959,0.2490886998784933,0.3256997455470738,0.3491020747700137,0.3601042407012556,0.3549520017383532
com.ielts.speechace.ieltsace,0.2116935483870967,0.2580645161290322,0.6393152506512827,0.2756059969174722,0.212636695018226,0.3358778625954198,0.5752494496383338,0.6062429070981814,0.3794220933508368
ai.metaverselabs.grammargpt,0.6290322580645161,0.6236559139784946,0.3775607108940439,0.461277692152009,0.5540704738760632,0.6768447837150128,0.2721759328554718,0.5438502407903769,0.3954824179790051
com.innovativelanguage.innovativelanguage101,0.8991935483870968,0.7992831541218638,0.2610734090853603,0.2525206914211138,0.4896719319562575,0.5877862595419847,0.2551172614347132,0.6312356817834357,0.7455791509669674
com.english.test.toeic,0.3931451612903225,0.4623655913978494,0.5815178973073707,0.3832812471443976,0.0,0.0,1.0,0.9077627734344152,0.0
com.daily.micro.learning,0.7116935483870968,0.7885304659498208,0.500088471970231,0.4274559933666153,0.284325637910085,0.3867684478371501,0.3916535145639406,0.6651292462741547,0.649625741316973
com.hello.french,0.7137096774193549,0.6021505376344086,0.2169831893731805,0.4741384656729992,0.5492102065613609,0.6437659033078881,0.2309985180214188,0.6345353296312783,0.7510371140357648
jp.flipout.trainingtoeic,0.2036290322580645,0.2329749103942652,0.5661993649883728,0.1681081141403209,0.0935601458080194,0.1246819338422392,0.3846055979643765,0.5175560688620386,0.1831105542674702
com.google.android.apps.youtube.music,0.4153225806451613,0.4731182795698925,0.5419034530574847,0.3896132443282387,0.3693803159173754,0.465648854961832,0.3070011852367573,0.6223381309676217,0.8885292789165884
org.khanacademy.android,0.4858870967741935,0.6057347670250895,0.6524177576809154,0.5609308724062818,0.4119076549210206,0.4987277353689567,0.2648170468580271,0.6803723884984247,0.6709474571793771
english.grammar.test.app,0.6169354838709677,0.6272401433691757,0.4048473869725109,0.3903415895373832,0.2539489671931956,0.3129770992366412,0.2867396418455039,0.7062657661080638,0.5821790854277583
com.earlystart.android.aispeak,0.8366935483870968,0.7311827956989247,0.2461842771222777,0.3579062700266675,0.0984204131227217,0.1653944020356234,0.665091481885375,0.6926112070035311,0.3307565761211066
de.knowunity.app,0.592741935483871,0.5663082437275986,0.340387167012554,0.4332558580388861,0.3462940461725394,0.44529262086514,0.3284386485722363,0.5426570849456418,0.505340881411571
com.tv5monde.apprendre,0.5463709677419355,0.6702508960573477,0.6299800874842718,0.4947620299529003,0.5103280680437424,0.717557251908397,0.4263800913143125,0.619044445303222,0.6533037320222659
com.picoai.languageapp.android,0.7116935483870968,0.6129032258064516,0.2357881003879561,0.5484979875278548,0.3803159173754556,0.4427480916030534,0.2265838889425708,0.4571576515653599,0.4272152624465954
com.magoosh.gre.quiz.vocabulary,0.5584677419354839,0.5734767025089605,0.4175937581510336,0.075779855744686,0.2417982989064398,0.3104325699745547,0.329768473030509,0.7288248369968482,0.5051906070893865
com.palmdev.expressenglish,0.5866935483870968,0.5734767025089605,0.3640842395402062,0.4269994464768039,0.0753341433778857,0.094147582697201,0.3237424153454689,0.2758490818192309,0.1248024100570606
com.appforge.saygo,0.8528225806451613,0.6594982078853047,0.1375201930555832,0.5204012117522576,0.0656136087484811,0.1246819338422392,0.8457658140261597,0.5810892626813025,0.8652806183906562
com.hellotalk.hellowords,0.8326612903225806,0.8422939068100358,0.3944317808094895,0.4688821304057562,0.3438639125151883,0.4580152671755725,0.3667769889143935,0.7660609153146467,0.8326804651704022
ai.artificialintelligence.artificial.intelligence.programming.learn.coding.robotics.leanai,0.4576612903225806,0.3727598566308244,0.198572549816769,0.1200726017928843,0.3997569866342648,0.5165394402035624,0.332704865262577,0.6207369159176386,0.6915077807865068
kr.co.devstory.vocat,0.7661290322580645,0.985663082437276,0.6908696387751165,0.6045757521167356,0.3876063183475091,0.4809160305343511,0.2901395539961753,0.5505941651301804,0.650856115935768
com.sololearn.ai,0.5745967741935484,0.4767025089605734,0.2074202600518387,0.0953460625591771,0.1628189550425273,0.2569974554707379,0.5764751769097898,0.5639771251493659,0.6511012032342752
com.jernung.infinite.fra,0.3346774193548387,0.3870967741935484,0.5646332772293741,0.8126514303526644,0.4459295261239367,0.5623409669211196,0.3061962726084863,0.5939692357602802,0.5313138114925453
com.hrd.vocabulary,0.1754032258064516,0.2293906810035842,0.7310993100466783,0.2595564726712265,0.4143377885783718,0.4402035623409669,0.141310136694479,0.481098567700442,0.728939584750447
com.spotify.music,0.875,0.8888888888888888,0.3983786648407841,0.4480714095872513,0.4264884568651275,0.5190839694656488,0.2698710484323112,0.5674100129787796,0.7800547339898645
com.udemy.android,0.4758064516129032,0.5734767025089605,0.609053651498473,0.4389415449701013,0.4362089914945322,0.5063613231552163,0.2228642121097099,0.4886980950723014,0.2488309758027998
io.ivoca.conversationfrench,0.3266129032258064,0.3512544802867383,0.481488868058741,0.4221347712020407,0.3596597812879708,0.4631043256997456,0.3296229160815951,0.6714820017869987,0.6735707934099722
com.getmimo,0.9294354838709676,0.6953405017921147,0.1086041661317058,0.2989130579675754,0.6877278250303767,0.7455470737913487,0.1564013469458941,0.4842658412681757,0.5326787805676968
com.breboucas.francesparaviajar,0.6108870967741935,0.6487455197132617,0.4532558502483312,0.4239876698893092,0.2891859052247873,0.3791348600508906,0.3506804768088858,0.5896208871993851,0.5609735324241307
air.com.starfall.more,0.6491935483870968,0.7885304659498208,0.6152333851672016,0.4272489069779737,0.410692588092345,0.455470737913486,0.1801616261108996,0.5110716954722729,0.6061017324217848
com.quillbot.mobile,0.8911290322580645,0.7383512544802867,0.1961774989829705,0.4075500941609125,0.4046172539489671,0.5241730279898219,0.3354159093662909,0.5752558071321401,0.3879523383163732
com.guidedelearning.flex,0.2379032258064516,0.2473118279569892,0.4559001052928175,0.2780580075662042,0.3560145808019441,0.4809160305343511,0.3822295578020769,0.5969295521534326,0.5168634847857984
com.db.lingotv,0.6189516129032258,0.6272401433691757,0.4012569402769039,0.2245826530733259,0.6852976913730255,0.8473282442748092,0.2836678918103854,0.48373791299375,0.5360437832442632
com.hyperthought.lingolegend,0.5362903225806451,0.6093189964157706,0.5342368095113266,0.5684360456149582,0.835965978128797,0.7506361323155216,0.0,0.4853286230049303,0.8314779675660667
com.milinix.englishgrammartest,0.6189516129032258,0.5340501792114696,0.2407930847132297,0.1022742096795235,0.4629404617253949,0.4707379134860051,0.1025498303647158,0.6096882074416281,0.4643879388765008
com.eup.migiitoeic,0.407258064516129,0.4086021505376344,0.400276391914365,0.2652708866130049,0.3462940461725394,0.4351145038167939,0.304018235793045,0.1832561728395063,0.3411225984282289
com.linkedin.android.learning,0.375,0.4695340501792114,0.6614963983385034,0.5406460570395,0.2345078979343863,0.371501272264631,0.5783740977306953,0.7484947307518128,0.4331425227611043
com.google.android.apps.translate,0.5262096774193549,0.7526881720430108,0.8460479177656735,1.0,0.1518833535844471,0.2290076335877862,0.5192231234096691,0.6382120893548131,0.5059978813136486
com.grammarly.android.keyboard,0.8225806451612904,0.6666666666666666,0.1782533256217466,0.4463009667927702,0.3596597812879708,0.4758269720101781,0.3590254197622269,0.7392524556703663,0.5473763017438998
livio.pack.lang.fr_FR,0.4596774193548387,0.5161290322580645,0.5227877385772122,0.3072982345523329,0.4034021871202916,0.5521628498727735,0.3964148722038663,0.5938808681067536,0.5627620059704509
com.moodle.moodlemobile,0.0423387096774193,0.064516129032258,0.929964772070035,0.5435438878061829,0.1931956257594167,0.27735368956743,0.4573241604624132,0.6508365482015748,0.1957363653939847
fr.lemonde.ftqmobile,0.344758064516129,0.4623655913978494,0.7548979636986537,0.5352779443077753,0.402187120291616,0.5903307888040713,0.4788362206883942,0.59130140571735,0.3861431798277392
ai.szl.mobileapp,0.3205645161290322,0.4229390681003584,0.7331926306995555,0.2598615074887722,0.2260024301336573,0.3027989821882951,0.3766980357311145,0.5745313910835508,0.2368212599286095
com.halpindev.grammarplus,0.625,0.7455197132616488,0.592387562312374,0.4212950271396458,0.1688942891859052,0.2620865139949109,0.5542414794108161,0.6416470075288663,0.35209725149461
com.languagedrops.drops.international,0.8588709677419355,0.6415770609318996,0.1090317997311508,0.5175824998416507,0.6294046172539489,0.7073791348600509,0.1900484974579126,0.5282911221548168,0.5683444948036832
com.wlingua.curso,0.814516129032258,0.6308243727598566,0.1397613857128026,0.2890920554854981,0.3219927095990279,0.3842239185750636,0.2520792981656603,0.5562804315310443,0.3443651201656666
com.knudge.me,0.9254032258064516,0.6738351254480287,0.0871298776092607,0.2562710339675988,0.4228432563791008,0.5165394402035624,0.2736492609266145,0.623791682387592,0.2752341040371824
com.jobsaround.verbs,0.1915322580645161,0.2616487455197132,0.7866701260700275,0.632591248188,0.1944106925880923,0.3002544529262086,0.5469489064768418,0.6960910705988996,0.2763834517320446
com.englishvocabulary,0.9616935483870968,0.7025089605734767,0.0888736707270771,0.1112159823816267,0.2782503037667071,0.4147582697201018,0.4998025796262175,0.4781340968937475,0.303381297593203
com.french.zeemish,0.2540322580645161,0.2688172043010752,0.4721418931945245,0.4123855474532596,0.2709599027946537,0.3893129770992367,0.4554031840392711,0.5151933827141861,0.5074993506954503
com.pronunciatorllc.bluebird,0.6733870967741935,0.6738351254480287,0.3861309565599189,0.1956534416024604,0.6792223572296476,0.8422391857506362,0.2866806117736546,0.6514741718172958,0.9056129623353474
com.codeway.aitutor,0.8024193548387096,0.5627240143369175,0.0614077407402181,0.5114415772152676,0.2199270959902794,0.3053435114503817,0.4170953645314748,0.4613020130541221,0.296673564992454
com.gymglish.ftqmobile,0.6209677419354839,0.6774193548387096,0.4838225371120106,0.3879847099621689,0.692588092345079,0.7913486005089059,0.2052498123798231,0.5684629843938018,0.7073933479724159
com.ailamo.ailamo,0.8245967741935484,0.8458781362007168,0.4098914378949381,0.3260207336761986,0.212636695018226,0.3333333333333333,0.5653715298624811,0.612396373758104,0.711235276416822
com.companyname.MaturaMatematyka,0.8044354838709677,0.5232974910394265,0.0067645250127,0.2442846930103122,0.2806804374240583,0.3460559796437659,0.2861725495313281,0.5215932952251361,0.748356421871495
ru.poas.frenchwords,0.4455645161290322,0.4695340501792114,0.4508953135562576,0.3198263778014709,0.5419198055893074,0.5826972010178118,0.1502349014207428,0.5686779803390514,0.87034488762298
us.nobarriers.elsa,0.719758064516129,0.7096774193548387,0.3692611767066194,0.7012989675924501,0.2964763061968408,0.3944020356234097,0.3664534206920709,0.6283904045098074,0.4236474856492412
com.jsk.englieshlearning,0.2298387096774193,0.2544802867383512,0.525131510093916,0.6325486899257391,0.1506682867557715,0.2061068702290076,0.4046803309891609,0.4463496789269499,0.3177901663925088
com.bal.listenboise,0.0806451612903225,0.1075268817204301,0.7739318710978629,0.1235813366960907,0.1798298906439854,0.2646310432569975,0.4876565054008053,0.4761643271082829,0.3726334857305141
com.magoosh.toefl.flashcards.vocabulary,0.719758064516129,0.7491039426523297,0.4279507398891222,0.1819511511634663,0.1628189550425273,0.2188295165394402,0.3839638936869671,0.6998923814481066,0.5789792042419565
com.thegrammaruniversity.drfrench,0.6693548387096774,0.5161290322580645,0.140861993983169,0.2133933546438311,0.701093560145808,0.8676844783715013,0.28456611388962,0.585777325741299,0.5667185336874129
com.memrise.android.memrisecompanion,0.8649193548387096,0.931899641577061,0.4648630996643885,0.3872975840188961,0.6221142162818954,0.7302798982188295,0.2318239086933965,0.6536066776611626,0.6774898482614439
com.cyberdavinci.gptkeyboard,0.6814516129032258,0.7347670250896057,0.4688809936930236,0.2640605296343001,0.2600243013365735,0.3333333333333333,0.3274820886246643,0.5241494233171791,0.423360761124305
net.tandem,0.8931451612903226,0.7885304659498208,0.2546963350896258,0.3493064312736442,0.7266099635479951,0.9033078880407124,0.2890856206576826,0.5423533364527229,0.575372806849733
ai.talkpal,0.7963709677419355,0.8172043010752688,0.4107646739225685,0.7413795774451515,0.261239368165249,0.361323155216285,0.411221607488853,0.5133481420623691,0.2740054484552456
com.google.android.apps.classroom,0.3044354838709677,0.3512544802867383,0.5639547192663108,0.437408613713552,0.3511543134872417,0.4631043256997456,0.3557025340722926,0.5851693911395404,0.4244270999498601
com.funeasylearn.phrasebook.english,0.4475806451612903,0.4623655913978494,0.4289767812035017,0.4644108168698331,0.1956257594167679,0.3155216284987277,0.6033171972941105,0.4936794925873928,0.3844020721340351
